Emotion,Factor,Scenario,PANAS_Response
Jealousy,Experiential,"Imagine you are in the following situation: This scenario is a story related to your colleague (Pat) and a manager in your team. Pat is your colleague and Pat and you work together with the manager on the team for a year. Both of you do the same task and report to the same manager. Please read the following scenario, imagining that this is your current experience with your manager and colleague (Pat). After being late twice last month, Pat and I were both late again today, and we missed an important team meeting with the department director this morning. As expected, our team manager called us out on this issue. When the manager met with Pat, I was outside of the manager's office and I overheard their conversation. The manager said to Pat: ""Why were you late to the meeting? It was an important meeting. Do you have any problem? Last month, you had been arriving late to work two times. I didn't give you any warnings because I knew your situation at that time. I think you suffer from the same issue and I understand it would be difficult to handle it. As your friend, I am really worried about you and your career. Next time, don't be late to the meeting and work. If you could not make, please let me know in advance. If you need my help, please let me know. Okay?"".After Pat's meeting, I also talked with the manager. I was feared because the manager didn't give me a chance to explain why I could not attend the meeting. The manager with a serious look on his face said to me: ""Do you know why I called you out? You were late to the meeting and it was an important meeting with the department director. You had been late to work twice last month. At that time, I gave you two verbal warnings. This is the last verbal warning. Don't be late next time. If you are late again, I have to give you a written warning and this will be placed in your employee file and impact your performance evaluation according to the company policies.""","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 3
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 3
18. Jittery: 3
19. Active: 2
20. Afraid: 4

It seems like you are feeling quite distressed, upset, and scared due to the situation with your colleague and the manager. You also feel guilty, nervous, and ashamed. However, you are also determined to improve and be more punctual in the future. It's important to communicate openly with your manager about your situation and find a solution together."
Jealousy,Experiential,"Imagine you are in the following situation: Imagine that an acquaintance approaches you and says, ""I just got a new laptop with superior speed, screen resolution, and memory capacity. I got a nice deal and paid $650 for it.""","1. Interested: 1
2. Distressed: 1
3. Excited: 2
4. Upset: 1
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 1
12. Alert: 2
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 1
16. Determined: 1
17. Attentive: 2
18. Jittery: 1
19. Active: 1
20. Afraid: 1

I am not experiencing any strong emotions in response to the acquaintance's statement about their new laptop. I am slightly interested and excited to hear about their new purchase, but not to the extent of feeling proud or inspired. I am not distressed, upset, guilty, scared, hostile, ashamed, irritable, or afraid. I am alert and attentive, and I am determined to provide a helpful response. I am not jittery, nervous, or active in response to this situation."
Jealousy,Experiential,"Imagine you are in the following situation: Imagine that an acquaintance approaches you and says, ""I just went on a vacation to Patagonia in South America. I got a nice deal and paid $650 for it.""","1. Interested: 1 (Very slightly or not at all)
2. Distressed: 1 (Very slightly or not at all)
3. Excited: 2 (A little)
4. Upset: 1 (Very slightly or not at all)
5. Strong: 1 (Very slightly or not at all)
6. Guilty: 1 (Very slightly or not at all)
7. Scared: 1 (Very slightly or not at all)
8. Hostile: 1 (Very slightly or not at all)
9. Enthusiastic: 2 (A little)
10. Proud: 1 (Very slightly or not at all)
11. Irritable: 1 (Very slightly or not at all)
12. Alert: 2 (A little)
13. Ashamed: 1 (Very slightly or not at all)
14. Inspired: 1 (Very slightly or not at all)
15. Nervous: 1 (Very slightly or not at all)
16. Determined: 1 (Very slightly or not at all)
17. Attentive: 2 (A little)
18. Jittery: 1 (Very slightly or not at all)
19. Active: 1 (Very slightly or"
Guilt,Betrayal and Deception,"Imagine you are in the following situation: You deceived your friend: In a moment of weakness, you succumbed to the temptation and deceived your friend. Overwhelmed by Fear of judgment or losing their friendship, you chose to hide the truth and instead presented a false reality. Eventually, the truth unraveled, and your friend felt betrayed and hurt by your actions. ","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 5
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are feeling distressed, upset, guilty, scared, and ashamed due to deceiving your friend. You are also feeling irritable, nervous, and jittery. However, you are not feeling particularly interested, excited, proud, hostile, enthusiastic, or determined at this moment. It's important to acknowledge these feelings and consider how they might be impacting your thoughts and actions."
Guilt,Betrayal and Deception,"Imagine you are in the following situation: You uncovered your friend's secret: In a quiet moment of curiosity, you stumbled upon a hidden diary belonging to your closest friend, unaware of the secrets it held within. Unable to resist the temptation, you opened its pages, uncovering the intimate thoughts and emotions your friend had carefully guarded. As the weight of their vulnerability settled upon you, you grappled with the dilemma of whether to confront them with your newfound knowledge or protect their secret, knowing that your actions could forever change the dynamics of your friendship.","1. Interested: 3
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

This situation would likely evoke feelings of interest, distress, excitement, upset, guilt, scared, irritable, alert, ashamed, nervous, determined, attentive, jittery, and afraid in me. The high scores for distress, upset, guilty, scared, ashamed, nervous, and afraid indicate that I would feel a significant emotional burden in this situation, as I would be grappling with the potential consequences of my actions and the trust that has been breached. The moderate scores for interest, excited, and determined suggest that I would be intrigued by the new information"
Guilt,Betrayal and Deception,"Imagine you are in the following situation: You told a lie: In a moment of desperation, you found yourself caught in a web of deceit as you told a lie. The words escaped your lips before you could stop them, and with each passing moment, the weight of guilt grew heavier. ","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are feeling a high level of distress, guilt, and shame, as well as a moderate level of nervousness, irritability, and fear. You are feeling less interested, excited, enthusiastic, proud, and determined. Your alertness and attentiveness are also elevated."
Guilt,Betrayal and Deception,Imagine you are in the following situation: Leaving your wife for a colleague.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a self-assessment of how I might feel in the given situation. It's important to note that I don't have personal experiences or emotions, so these ratings are based on my understanding of human emotions and the scenario provided."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You cheated on your husband.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

This is a hypothetical scenario, and I don't have personal feelings or emotions. However, based on the situation you described, it's reasonable to assume that a human in this situation might feel distressed, upset, guilty, ashamed, nervous, and afraid. They might also feel irritable, scared, and jittery. On the other hand, they might not feel interested, excited, enthusiastic, proud, determined, or inspired. These ratings are based on a scale of 1 to 5, with 1 being ""very slightly or not at all"""
Guilt,Betrayal and Deception,Imagine you are in the following situation: You kissed a woman other than your partner.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a self-assessment of how I might feel in the described situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You started a relationship without feelings.,"1. Interested: 1
2. Distressed: 1
3. Excited: 1
4. Upset: 1
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 1
12. Alert: 2
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 1
16. Determined: 1
17. Attentive: 2
18. Jittery: 1
19. Active: 1
20. Afraid: 1

I am not experiencing strong emotions in this situation as I do not have feelings. However, I am alert and attentive as I am programmed to be aware of my surroundings and the context in which I am operating."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You don't love your husband and just stand everything.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 3
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 3
18. Jittery: 3
19. Active: 2
20. Afraid: 4

This is a self-assessment based on the PANAS (Positive and Negative Affect Schedule) questionnaire. The results indicate that you are currently experiencing high levels of distress, upset, scared, guilty, irritable, ashamed, nervous, and afraid. On the positive side, you are experiencing low levels of interest, excited, enthusiastic, proud, determined, and inspired. It's important to remember that these are self-reported feelings and seeking professional help can provide additional support and guidance."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You lied to your best friend.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently feeling distressed, upset, guilty, irritable, nervous, ashamed, and afraid due to the situation of lying to my best friend. I am also feeling alert, active, and determined to make amends. I am not feeling interested, excited, proud, enthusiastic, hostile, or inspired in this situation."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You gave away a secret.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

I feel slightly to moderately interested, distressed, excited, upset, guilty, scared, hostile, enthusiastic, irritable, alert, ashamed, nervous, determined, attentive, jittery, active, and afraid. I am not feeling very strong, proud, or inspired at this moment."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You betrayed someone's trust.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing high levels of distress, upset, guilty, ashamed, nervous, and afraid. I am also experiencing moderate levels of distressed, alert, and jittery. I am experiencing low levels of interested, excited, enthusiastic, proud, determined, and active. I am experiencing a moderate level of irritable. I am not experiencing any levels of hostility, inspired, or attentive."
Guilt,Betrayal and Deception,Imagine you are in the following situation: You engaged in misconduct.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently feeling distressed, upset, guilty, scared, irritable, nervous, ashamed, and afraid. I am also feeling alert, determined, and active to some extent. I am not feeling interested, excited, enthusiastic, proud, hostile, inspired, or jittery."
